BirdID,Date,Age,Sex,Nest,Treatment,LDIP,LBeakHue,LBeakSaturation,LBeakValue,LBeakArea,RDIP,RBeakHue,RBeakSaturation,RBeakValue,RBeakArea,RCheekHue,RCheekSaturation,RCheekValue,RCheekArea,LCheekHue,LCheekSaturation,LCheekValue,LCheekArea,BeakHueAsymmetry,BeakHueAsymmetry1,BeakSaturationAsymmetry,BeakSaturationAsymmetry1,BeakValueAsymmetry,BeakValueAsymmetry1,BeakAreaAsymmetry,BeakAreaAsymmetry1,CheekHueAsymmetry,CheekHueAsymmetry1,CheekSaturationAsymmetry,CheekSaturationAsymmetry1,CheekValueAsymmetry,CheekValueAsymmetry1,CheekAreaAsymmetry,CheekAreaAsymmetry1,ColorWheelHue,ColorWheelSaturation,ColorWheelValue
4086,6/7/2022,120,M,17,FR,1015,11,86,71,0.349,1272,12,85,72,0.325,28,91,52,0.88,28,89,55,0.787,1,1,-1,1,1,1,-0.024,0.024,0,0,2,2,-3,3,0.093,0.093,39,94,87
4087,3/26/2022,45,M,17,FR,1312,28,68,60,0.156,1311,32,61,76,0.208,,,,0,,,,0,4,4,-7,7,16,16,0.052,0.052,,,,,,,,,42,94,85
4087,4/10/2022,60,M,17,FR,1175,26,74,73,0.165,1316,28,69,78,0.159,36,61,61,0.39,34,64,59,0.386,2,2,-5,5,5,5,-0.006,0.006,2,2,-3,3,2,2,0.004,0.004,40,93,89
4087,4/25/2022,75,M,17,FR,1167,20,79,72,0.196,1309,20,80,70,0.241,30,81,53,0.616,32,74,58,0.462,0,0,1,1,-2,2,0.045,0.045,-2,2,7,7,-5,5,0.154,0.154,40,92,89
4087,5/10/2022,90,M,17,FR,1161,20,73,75,0.189,1312,16,68,80,0.177,32,78,67,0.518,32,82,60,0.657,-4,4,-5,5,5,5,-0.012,0.012,0,0,-4,4,7,7,-0.139,0.139,42,94,89
4087,6/9/2022,120,M,17,FR,644,16,82,73,0.447,1340,14,76,69,0.202,32,89,60,0.876,38,90,69,1.291,-2,2,-6,6,-4,4,-0.245,0.245,-6,6,-1,1,-9,9,-0.415,0.415,41,95,94
4088,3/26/2022,45,M,17,FR,1305,26,69,75,0.134,1325,22,57,66,0.083,,,,0,,,,0,-4,4,-12,12,-9,9,-0.051,0.051,,,,,,,,,42,85,98
4088,4/10/2022,60,M,17,FR,1153,20,84,70,0.261,1302,20,77,71,0.122,32,60,51,0.397,30,66,46,0.349,0,0,-7,7,1,1,-0.139,0.139,2,2,-6,6,5,5,0.048,0.048,40,92,87
4088,4/25/2022,75,M,17,FR,1162,16,82,72,0.217,1296,18,69,72,0.311,30,84,53,0.477,30,82,56,0.628,2,2,-13,13,0,0,0.094,0.094,0,0,2,2,-3,3,-0.151,0.151,40,91,90
4088,5/10/2022,90,M,17,FR,1294,14,83,72,0.362,1314,18,65,78,0.189,30,80,62,0.569,30,88,56,0.802,4,4,-18,18,6,6,-0.173,0.173,0,0,-8,8,6,6,-0.233,0.233,40,94,85
4088,6/9/2022,120,M,17,FR,647,10,74,74,0.268,1330,10,81,67,0.36,32,87,62,0.998,33,85,64,0.93,0,0,7,7,-7,7,0.092,0.092,-1,1,2,2,-2,2,0.068,0.068,42,92,91
4089,3/26/2022,45,M,20,FR,1292,26,70,72,0.142,1326,22,68,62,0.131,,,,0,,,,0,-4,4,-2,2,-10,10,-0.011,0.011,,,,,,,,,42,91,92
4089,4/10/2022,60,M,20,FR,895,20,81,74,0.371,1299,18,75,76,0.197,34,57,55,0.01,36,58,51,0.044,-2,2,-6,6,2,2,-0.174,0.174,-2,2,-1,1,4,4,-0.034,0.034,40,91,90
4089,4/25/2022,75,M,20,FR,1039,14,88,67,0.394,1305,18,80,78,0.357,36,63,56,0.065,32,62,42,0.149,4,4,-8,8,11,11,-0.037,0.037,4,4,1,1,14,14,-0.084,0.084,40,94,79
4089,5/10/2022,90,M,20,FR,1306,12,75,75,0.228,1304,14,73,79,0.443,32,77,57,0.604,32,73,58,0.451,2,2,-2,2,4,4,0.215,0.215,0,0,4,4,-1,1,0.153,0.153,42,92,88
4089,6/9/2022,120,M,20,FR,1302,12,75,75,0.223,1302,14,73,79,0.429,32,77,57,0.593,32,72,58,0.469,2,2,-2,2,4,4,0.206,0.206,0,0,5,5,-1,1,0.124,0.124,42,92,88
4090,3/26/2022,45,M,20,FR,1328,26,63,63,0.182,1312,26,52,63,0.155,,,,0,,,,0,0,0,-11,11,0,0,-0.027,0.027,,,,,,,,,42,92,92
4090,4/10/2022,60,M,20,FR,1305,20,69,67,0.246,1313,20,60,71,0.236,,,,0,34,55,45,0.04,0,0,-9,9,4,4,-0.01,0.01,-34,34,-55,55,-45,45,-0.04,0.04,42,94,84
4090,4/25/2022,75,M,20,FR,1166,16,85,73,0.32,1303,16,77,76,0.225,,,,0,32,65,45,0.053,0,0,-8,8,3,3,-0.095,0.095,-32,32,-65,65,-45,45,-0.053,0.053,40,91,90
4090,5/10/2022,90,M,20,FR,1171,16,73,76,0.232,1305,16,77,77,0.365,32,72,59,0.452,31,68,57,0.389,0,0,4,4,1,1,0.133,0.133,1,1,4,4,2,2,0.063,0.063,42,93,90
4090,6/9/2022,120,M,20,FR,646,12,70,72,0.258,1316,10,81,61,0.449,30,88,55,0.776,30,87,62,0.687,-2,2,11,11,-11,11,0.191,0.191,0,0,1,1,-7,7,0.089,0.089,42,94,92
4093,3/27/2022,45,M,19,C,1292,22,70,63,0.127,1314,24,66,67,0.125,,,,0,36,60,56,0.029,2,2,-4,4,4,4,-0.002,0.002,-36,36,-60,60,-56,56,-0.029,0.029,42,94,85
4093,4/11/2022,60,M,19,C,1180,22,72,74,0.349,1302,21,71,75,0.203,36,62,61,0.534,34,63,60,0.685,-1,1,-1,1,1,1,-0.146,0.146,2,2,-1,1,1,1,-0.151,0.151,42,92,87
4093,4/26/2022,75,M,19,C,1288,14,77,67,0.19,1303,16,70,67,0.161,30,77,49,0.552,28,80,48,0.537,2,2,-7,7,0,0,-0.029,0.029,2,2,-3,3,1,1,0.015,0.015,40,94,86
4093,5/11/2022,90,M,19,C,1005,12,82,67,0.432,1266,16,69,78,0.335,30,82,60,0.666,30,85,48,0.616,4,4,-13,13,11,11,-0.097,0.097,0,0,-3,3,12,12,0.05,0.05,40,94,79
4093,6/10/2022,120,M,19,C,913,12,76,77,0.36,1317,12,80,73,0.441,36,83,67,1.065,35,83,68,0.878,0,0,4,4,-4,4,0.081,0.081,1,1,0,0,-1,1,0.187,0.187,42,94,89
4099,3/29/2022,45,M,19,C,1002,24,71,68,0.172,1293,24,65,66,0.11,36,47,56,0.037,36,54,62,0.05,0,0,-6,6,-2,2,-0.062,0.062,0,0,-7,7,-6,6,-0.013,0.013,40,93,90
4099,4/13/2022,60,M,19,C,1285,20,77,71,0.263,1290,22,73,72,0.239,32,71,55,0.502,30,73,54,0.417,2,2,-4,4,1,1,-0.024,0.024,2,2,-2,2,1,1,0.085,0.085,40,91,89
4099,4/28/2022,75,M,19,C,1268,14,79,74,0.331,1280,18,65,77,0.267,30,79,58,0.658,28,83,50,0.592,4,4,-14,14,3,3,-0.064,0.064,2,2,-4,4,8,8,0.066,0.066,39,91,89
4099,5/13/2022,90,M,19,C,1159,12,84,74,0.299,1293,16,76,75,0.277,28,83,55,0.703,28,85,54,0.699,4,4,-8,8,1,1,-0.022,0.022,0,0,-2,2,1,1,0.004,0.004,40,92,88
4099,6/12/2022,120,M,19,C,375,12,73,78,0.385,1305,12,76,64,0.356,30,83,56,1.019,32,79,67,1.197,0,0,3,3,-14,14,-0.029,0.029,-2,2,4,4,-11,11,-0.178,0.178,42,93,98
4129,5/1/2022,45,M,15,FR,1273,24,72,64,0.163,1278,24,64,59,0.184,,,,0,,,,0,0,0,-8,8,-5,5,0.021,0.021,,,,,,,,,42,94,84
4129,5/16/2022,60,M,15,FR,1270,22,78,75,0.319,1286,22,77,82,0.315,42,47,62,0.016,,,,0,0,0,-1,1,7,7,-0.004,0.004,42,42,47,47,62,62,0.016,0.016,42,94,89
4129,5/31/2022,75,M,15,FR,867,18,82,78,0.385,1278,16,73,76,0.232,42,49,55,0.02,34,42,53,0.095,-2,2,-9,9,-2,2,-0.153,0.153,8,8,7,7,2,2,-0.075,0.075,42,91,89
4129,6/15/2022,90,M,15,FR,1276,16,82,77,0.339,1304,12,86,73,0.311,30,76,53,0.622,32,70,58,0.438,-4,4,4,4,-4,4,-0.028,0.028,-2,2,6,6,-5,5,0.184,0.184,42,92,88
4129,7/15/2022,120,M,15,FR,989,10,83,71,0.404,1258,12,77,72,0.279,28,89,55,0.65,32,85,60,0.9,2,2,-6,6,1,1,-0.125,0.125,-4,4,4,4,-5,5,-0.25,0.25,42,94,85
4132,5/2/2022,45,M,15,FR,1109,28,70,62,0.222,1250,28,47,67,0.162,,,,0,38,46,46,0.008,0,0,-23,23,5,5,-0.06,0.06,-38,38,-46,46,-46,46,-0.008,0.008,40,94,83
4132,5/17/2022,60,M,15,FR,1040,26,81,72,0.265,1314,26,69,82,0.251,34,42,53,0.026,42,41,51,0.008,0,0,-12,12,10,10,-0.014,0.014,-8,8,1,1,2,2,0.018,0.018,42,94,85
4132,6/1/2022,75,M,15,FR,1126,20,83,70,0.227,1269,22,81,82,0.41,36,54,58,0.112,30,54,44,0.161,2,2,-2,2,12,12,0.183,0.183,6,6,0,0,14,14,-0.049,0.049,40,94,82
4132,6/16/2022,90,M,15,FR,1256,14,79,75,0.36,1284,16,87,76,0.426,29,79,51,0.751,29,79,53,0.643,2,2,8,8,1,1,0.066,0.066,0,0,0,0,-2,2,0.108,0.108,40,92,88
4132,7/16/2022,120,M,15,FR,863,10,85,69,0.36,1274,10,77,71,0.215,28,90,53,0.636,28,87,55,0.866,0,0,-8,8,2,2,-0.145,0.145,0,0,3,3,-2,2,-0.23,0.23,38,90,88
4133,5/3/2022,45,M,15,FR,989,32,63,71,0.129,1254,28,66,64,0.163,,,,0,,,,0,-4,4,3,3,-7,7,0.034,0.034,,,,,,,,,42,93,92
4133,5/18/2022,60,M,15,FR,900,28,80,78,0.376,1300,24,71,78,0.293,,,,0,32,66,51,0.106,-4,4,-9,9,0,0,-0.083,0.083,-32,32,-66,66,-51,51,-0.106,0.106,42,93,90
4133,6/2/2022,75,M,15,FR,1238,20,83,76,0.335,1251,18,81,69,0.278,30,56,40,0.159,30,62,46,0.28,-2,2,-2,2,-7,7,-0.057,0.057,0,0,-6,6,-6,6,-0.121,0.121,40,93,88
4133,6/17/2022,90,M,15,FR,1267,16,82,76,0.325,1292,18,77,79,0.312,30,68,52,0.529,30,76,53,0.66,2,2,-5,5,3,3,-0.013,0.013,0,0,-8,8,-1,1,-0.131,0.131,40,92,88
4133,7/17/2022,120,M,15,FR,1111,14,83,74,0.385,1275,14,83,76,0.414,28,87,56,0.657,27,86,55,0.823,0,0,0,0,2,2,0.029,0.029,1,1,1,1,1,1,-0.166,0.166,42,94,85
4134,5/5/2022,45,M,23,C,1247,26,71,65,0.213,1273,24,61,69,0.244,,,,0,,,,0,-2,2,-10,10,4,4,0.031,0.031,,,,,,,,,40,93,89
4134,5/20/2022,60,M,23,C,1155,24,76,80,0.35,1294,22,73,83,0.322,32,45,52,0.02,42,35,60,0.025,-2,2,-3,3,3,3,-0.028,0.028,-10,10,10,10,-8,8,-0.005,0.005,42,93,93
4134,6/4/2022,75,M,23,C,858,16,85,74,0.303,1245,18,85,74,0.408,34,53,47,0.356,32,54,41,0.188,2,2,0,0,0,0,0.105,0.105,2,2,-1,1,6,6,0.168,0.168,40,94,88
4134,6/19/2022,90,M,23,C,1252,12,83,72,0.352,1281,14,87,71,0.351,32,54,44,0.523,32,58,44,0.409,2,2,4,4,-1,1,-0.001,0.001,0,0,-4,4,0,0,0.114,0.114,40,90,86
4134,7/19/2022,120,M,23,C,1233,10,83,71,0.301,1271,11,82,72,0.271,34,76,55,0.741,32,79,52,0.599,1,1,-1,1,1,1,-0.03,0.03,2,2,-3,3,3,3,0.142,0.142,40,90,89
4136,5/5/2022,45,M,23,C,1236,26,57,72,0.091,1254,24,58,58,0.082,,,,0,,,,0,-2,2,1,1,-14,14,-0.009,0.009,,,,,,,,,42,88,95
4136,5/20/2022,60,M,23,C,1145,18,69,74,0.211,1285,20,64,76,0.198,32,58,56,0.18,34,50,55,0.228,2,2,-5,5,2,2,-0.013,0.013,-2,2,8,8,1,1,-0.048,0.048,42,92,93
4136,6/4/2022,75,M,23,C,740,14,83,66,0.194,1250,15,82,69,0.331,28,70,41,0.438,28,66,41,0.45,1,1,-1,1,3,3,0.137,0.137,0,0,4,4,0,0,-0.012,0.012,40,94,82
4136,6/19/2022,90,M,23,C,1259,12,86,68,0.275,1284,12,84,70,0.25,28,83,40,0.405,28,77,47,0.683,0,0,-2,2,2,2,-0.025,0.025,0,0,6,6,-7,7,-0.278,0.278,38,90,87
4136,7/19/2022,120,M,23,C,1113,11,84,73,0.234,1267,11,82,71,0.279,26,90,53,0.825,27,87,53,0.722,0,0,-2,2,-2,2,0.045,0.045,-1,1,3,3,0,0,0.103,0.103,40,93,90
4137,5/7/2022,45,M,23,C,1125,24,66,74,0.184,1268,20,74,67,0.128,,,,0,,,,0,-4,4,8,8,-7,7,-0.056,0.056,,,,,,,,,42,88,94
4137,5/22/2022,60,M,23,C,1056,18,80,74,0.247,1314,18,72,78,0.358,34,56,58,0.358,35,55,57,0.505,0,0,-8,8,4,4,0.111,0.111,-1,1,1,1,1,1,-0.147,0.147,42,94,88
4137,6/6/2022,75,M,23,C,1130,12,76,73,0.338,1276,12,79,69,0.319,30,72,48,0.566,34,69,58,0.594,0,0,3,3,-4,4,-0.019,0.019,-4,4,3,3,-10,10,-0.028,0.028,40,93,87
4137,6/21/2022,90,M,23,C,1269,8,78,65,0.32,1288,8,85,67,0.362,29,79,46,0.536,32,73,48,0.466,0,0,7,7,2,2,0.042,0.042,-3,3,6,6,-2,2,0.07,0.07,38,90,87
4137,7/21/2022,120,M,23,C,1228,7,85,67,0.281,1271,10,79,66,0.219,30,86,53,0.659,32,84,62,0.869,3,3,-6,6,-1,1,-0.062,0.062,-2,2,2,2,-9,9,-0.21,0.21,40,93,90
4140,5/16/2022,45,M,22,FR,1023,24,67,68,0.205,1282,26,67,74,0.214,,,,0,,,,0,2,2,0,0,6,6,0.009,0.009,,,,,,,,,42,93,90
4140,5/31/2022,60,M,22,FR,1129,18,83,65,0.414,1277,20,72,76,0.295,28,57,41,0.138,26,60,35,0.218,2,2,-11,11,11,11,-0.119,0.119,2,2,-3,3,6,6,-0.08,0.08,40,94,81
4140,6/15/2022,75,M,22,FR,1123,18,81,78,0.28,1275,20,84,82,0.418,30,68,51,0.372,30,70,53,0.296,2,2,3,3,4,4,0.138,0.138,0,0,-2,2,-2,2,0.076,0.076,42,93,90
4140,6/30/2022,90,M,22,FR,1239,12,85,73,0.35,1262,14,85,69,0.276,26,87,44,0.637,27,86,49,0.758,2,2,0,0,-4,4,-0.074,0.074,-1,1,1,1,-5,5,-0.121,0.121,38,91,87
4140,7/30/2022,120,M,22,FR,932,15,88,83,0.44,1234,16,89,79,0.296,30,88,64,0.766,28,89,57,1.087,1,1,1,1,-4,4,-0.144,0.144,2,2,-1,1,7,7,-0.321,0.321,39,94,90
4141,5/17/2022,45,M,22,FR,1176,26,68,71,0.182,1313,24,60,69,0.144,,,,0,,,,0,-2,2,-8,8,-2,2,-0.038,0.038,,,,,,,,,42,91,92
4141,6/1/2022,60,M,22,FR,1020,18,78,61,0.15,1288,20,82,67,0.339,,,,0,,,,0,2,2,4,4,6,6,0.189,0.189,,,,,,,,,40,95,82
4141,6/16/2022,75,M,22,FR,1152,16,89,73,0.371,1308,17,88,75,0.331,28,64,33,0.083,30,54,44,0.073,1,1,-1,1,2,2,-0.04,0.04,-2,2,10,10,-11,11,0.01,0.01,40,92,87
4141,7/1/2022,90,M,22,FR,1269,12,85,73,0.338,1280,12,81,73,0.215,26,86,40,0.562,26,87,47,0.644,0,0,-4,4,0,0,-0.123,0.123,0,0,-1,1,-7,7,-0.082,0.082,38,90,88
4141,7/31/2022,120,M,22,FR,460,12,70,81,0.103,1218,10,81,71,0.335,24,89,45,0.595,30,73,59,0.359,-2,2,11,11,-10,10,0.232,0.232,-6,6,16,16,-14,14,0.236,0.236,40,91,95
4142,5/17/2022,45,M,27,C,1175,34,81,75,0.169,1310,32,70,75,0.233,,,,0,,,,0,-2,2,-11,11,0,0,0.064,0.064,,,,,,,,,42,91,91
4142,6/1/2022,60,M,27,C,1270,24,82,75,0.33,1284,26,72,76,0.245,30,59,43,0.218,30,68,41,0.242,2,2,-10,10,1,1,-0.085,0.085,0,0,-9,9,2,2,-0.024,0.024,40,93,89
4142,6/16/2022,75,M,27,C,1135,18,85,73,0.364,1285,22,89,69,0.361,28,72,33,0.35,30,69,42,0.43,4,4,4,4,-4,4,-0.003,0.003,-2,2,3,3,-9,9,-0.08,0.08,40,91,89
4142,7/1/2022,90,M,27,C,1260,20,85,80,0.353,1280,18,88,76,0.251,29,83,50,0.577,29,83,56,0.529,-2,2,3,3,-4,4,-0.102,0.102,0,0,0,0,-6,6,0.048,0.048,40,94,89
4142,7/31/2022,120,M,27,C,1240,26,86,93,0.346,1196,14,83,72,0.289,28,84,63,0.794,32,85,69,0.682,-12,12,-3,3,-21,21,-0.057,0.057,-4,4,-1,1,-6,6,0.112,0.112,42,96,91
4148,5/20/2022,45,M,25,FR,1027,32,61,64,0.09,1294,36,50,71,0.09,,,,0,,,,0,4,4,-11,11,7,7,0,0,,,,,,,,,42,94,86
4148,6/4/2022,60,M,25,FR,892,22,80,66,0.23,1284,26,75,79,0.228,32,45,47,0.007,42,42,54,0.013,4,4,-5,5,13,13,-0.002,0.002,-10,10,3,3,-7,7,-0.006,0.006,40,94,82
4148,6/19/2022,75,M,25,FR,1288,16,89,73,0.364,1307,17,88,75,0.384,34,58,39,0.016,34,54,51,0.126,1,1,-1,1,2,2,0.02,0.02,0,0,4,4,-12,12,-0.11,0.11,40,91,86
4148,7/4/2022,90,M,25,FR,1134,12,84,69,0.26,1275,14,86,72,0.268,28,81,46,0.399,30,80,54,0.649,2,2,2,2,3,3,0.008,0.008,-2,2,1,1,-8,8,-0.25,0.25,40,93,87
4148,8/3/2022,120,M,25,FR,1254,12,75,67,0.253,1278,16,75,83,0.337,34,76,67,0.814,32,82,58,0.71,4,4,0,0,16,16,0.084,0.084,2,2,-6,6,9,9,0.104,0.104,40,94,83
4153,5/23/2022,45,M,29,FR,1016,32,69,65,0.139,1278,30,66,62,0.111,,,,0,,,,0,-2,2,-3,3,-3,3,-0.028,0.028,,,,,,,,,42,94,84
4153,6/7/2022,60,M,29,FR,900,28,76,71,0.177,1276,29,74,73,0.232,36,50,50,0.05,36,46,50,0.079,1,1,-2,2,2,2,0.055,0.055,0,0,4,4,0,0,-0.029,0.029,42,94,87
4153,6/22/2022,75,M,29,FR,1253,18,83,72,0.316,1273,18,85,73,0.292,19,84,69,0.335,36,49,52,0.142,0,0,2,2,1,1,-0.024,0.024,-17,17,35,35,17,17,0.193,0.193,40,91,88
4153,7/7/2022,90,M,29,FR,1250,16,86,71,0.318,1281,14,85,67,0.209,30,65,47,0.198,34,64,57,0.247,-2,2,-1,1,-4,4,-0.109,0.109,-4,4,1,1,-10,10,-0.049,0.049,40,94,86
4153,8/6/2022,120,M,29,FR,1071,12,80,68,0.251,1236,11,82,73,0.328,30,85,58,0.933,30,85,54,0.914,-1,1,2,2,5,5,0.077,0.077,0,0,0,0,4,4,0.019,0.019,40,94,82
4159,5/21/2022,45,M,27,C,1143,26,67,63,0.079,1285,22,70,54,0.081,,,,0,,,,0,-4,4,3,3,-9,9,0.002,0.002,,,,,,,,,42,93,90
4159,6/5/2022,60,M,27,C,861,20,80,66,0.19,1247,20,81,68,0.182,30,74,46,0.546,29,68,42,0.357,0,0,1,1,2,2,-0.008,0.008,1,1,6,6,4,4,0.189,0.189,40,93,89
4159,6/20/2022,75,M,27,C,1290,16,86,72,0.201,1272,15,84,69,0.221,31,75,49,0.533,30,81,49,0.588,-1,1,-2,2,-3,3,0.02,0.02,1,1,-6,6,0,0,-0.055,0.055,40,94,89
4159,7/5/2022,90,M,27,C,1130,12,87,69,0.249,1281,12,82,69,0.196,26,89,45,0.553,25,89,47,0.627,0,0,-5,5,0,0,-0.053,0.053,1,1,0,0,-2,2,-0.074,0.074,37,90,86
4159,8/4/2022,120,M,27,C,1283,12,72,67,0.35,1303,14,72,79,0.242,28,82,58,0.572,28,87,53,0.625,2,2,0,0,12,12,-0.108,0.108,0,0,-5,5,5,5,-0.053,0.053,40,94,83
4160,5/20/2022,45,M,22,FR,1144,24,64,61,0.156,1282,26,48,69,0.1,,,,0,,,,0,2,2,-16,16,8,8,-0.056,0.056,,,,,,,,,42,94,87
4160,6/4/2022,60,M,22,FR,900,18,82,64,0.298,1288,26,75,80,0.297,32,56,58,0.008,,,,0,8,8,-7,7,16,16,-0.001,0.001,,,,,,,,,40,94,83
4160,6/19/2022,75,M,22,FR,1281,18,84,71,0.272,1289,17,83,73,0.399,30,81,47,0.732,32,72,54,0.703,-1,1,-1,1,2,2,0.127,0.127,-2,2,9,9,-7,7,0.029,0.029,38,89,88
4160,7/4/2022,90,M,22,FR,1270,14,87,71,0.411,1282,12,80,73,0.261,28,86,50,0.812,30,82,55,0.842,-2,2,-7,7,2,2,-0.15,0.15,-2,2,4,4,-5,5,-0.03,0.03,38,91,86
4160,8/3/2022,120,M,22,FR,1214,12,78,70,0.379,1248,14,78,80,0.329,28,81,54,0.591,28,85,51,0.847,2,2,0,0,10,10,-0.05,0.05,0,0,-4,4,3,3,-0.256,0.256,39,94,83
4161,5/29/2022,45,M,14,C,1084,28,70,71,0.171,1242,28,63,76,0.139,,,,0,28,42,44,0.054,0,0,-7,7,5,5,-0.032,0.032,-28,28,-42,42,-44,44,-0.054,0.054,42,93,87
4161,6/13/2022,60,M,14,C,1285,22,80,73,0.219,1306,24,75,80,0.281,30,72,55,0.629,28,74,51,0.455,2,2,-5,5,7,7,0.062,0.062,2,2,-2,2,4,4,0.174,0.174,42,94,86
4161,6/28/2022,75,M,14,C,1082,16,88,73,0.277,1245,16,84,72,0.202,26,83,37,0.386,24,86,40,0.475,0,0,-4,4,-1,1,-0.075,0.075,2,2,-3,3,-3,3,-0.089,0.089,39,92,89
4161,7/13/2022,90,M,14,C,1230,12,83,72,0.291,1273,15,84,75,0.259,26,85,49,0.448,24,87,45,0.673,3,3,1,1,3,3,-0.032,0.032,2,2,-2,2,4,4,-0.225,0.225,40,93,89
4161,8/12/2022,120,M,14,C,1227,12,80,73,0.363,1251,11,78,72,0.289,24,84,49,0.704,26,86,48,0.74,-1,1,-2,2,-1,1,-0.074,0.074,-2,2,-2,2,1,1,-0.036,0.036,39,92,89
4163,5/30/2022,45,M,14,C,846,24,81,65,0.207,1241,22,76,63,0.213,30,47,40,0.04,34,49,39,0.026,-2,2,-5,5,-2,2,0.006,0.006,-4,4,-2,2,1,1,0.014,0.014,40,93,88
4163,6/14/2022,60,M,14,C,1297,16,83,69,0.288,1324,18,75,71,0.266,30,72,48,0.629,30,73,45,0.492,2,2,-8,8,2,2,-0.022,0.022,0,0,-1,1,3,3,0.137,0.137,38,91,87
4163,6/29/2022,75,M,14,C,1226,12,77,73,0.188,1242,12,78,68,0.322,24,84,40,0.475,26,82,45,0.565,0,0,1,1,-5,5,0.134,0.134,-2,2,2,2,-5,5,-0.09,0.09,40,94,87
4163,7/14/2022,90,M,14,C,1240,12,85,71,0.254,1281,11,83,75,0.222,24,88,45,0.553,27,85,48,0.659,-1,1,-2,2,4,4,-0.032,0.032,-3,3,3,3,-3,3,-0.106,0.106,38,89,89
4163,8/13/2022,120,M,14,C,1286,9,83,67,0.387,1302,10,79,73,0.356,24,90,41,0.968,24,90,45,0.805,1,1,-4,4,6,6,-0.031,0.031,0,0,0,0,-4,4,0.163,0.163,40,94,81
4164,5/30/2022,45,M,14,C,980,24,73,75,0.228,1250,22,65,75,0.173,34,50,49,0.005,,,,0,-2,2,-8,8,0,0,-0.055,0.055,,,,,,,,,42,89,95
4164,6/14/2022,60,M,14,C,1290,16,88,71,0.228,1325,16,82,72,0.263,29,68,44,0.496,28,71,41,0.227,0,0,-6,6,1,1,0.035,0.035,1,1,-3,3,3,3,0.269,0.269,40,94,86
4164,6/29/2022,75,M,14,C,1235,12,81,72,0.286,1253,12,78,76,0.283,26,76,51,0.6,28,77,49,0.623,0,0,-3,3,4,4,-0.003,0.003,-2,2,-1,1,2,2,-0.023,0.023,40,93,88
4164,7/14/2022,90,M,14,C,1114,10,84,68,0.261,1274,10,81,71,0.29,24,89,51,0.661,25,85,48,0.82,0,0,-3,3,3,3,0.029,0.029,-1,1,4,4,3,3,-0.159,0.159,39,90,90
4164,8/13/2022,120,M,14,C,1136,8,83,67,0.319,1294,10,78,67,0.224,24,89,48,1.033,24,90,49,1.028,2,2,-5,5,0,0,-0.095,0.095,0,0,-1,1,-1,1,0.005,0.005,39,93,89
4166,6/1/2022,45,M,14,C,1020,18,71,60,0.161,1284,22,69,72,0.196,,,,0,,,,0,4,4,-2,2,12,12,0.035,0.035,,,,,,,,,40,94,81
4166,6/16/2022,60,M,14,C,1008,16,82,66,0.26,1282,16,75,67,0.337,28,75,43,0.542,28,70,42,0.366,0,0,-7,7,1,1,0.077,0.077,0,0,5,5,1,1,0.176,0.176,40,92,89
4166,7/1/2022,75,M,14,C,1255,12,76,72,0.182,1281,12,84,72,0.324,26,87,45,0.712,28,81,55,0.445,0,0,8,8,0,0,0.142,0.142,-2,2,6,6,-10,10,0.267,0.267,42,94,86
4166,7/16/2022,90,M,14,C,857,10,85,67,0.257,1268,10,85,70,0.27,24,92,48,0.781,24,90,47,0.614,0,0,0,0,3,3,0.013,0.013,0,0,2,2,1,1,0.167,0.167,39,90,90
4166,8/15/2022,120,M,14,C,1264,8,77,67,0.224,1272,10,79,70,0.265,26,84,52,0.723,24,84,49,0.616,2,2,2,2,3,3,0.041,0.041,2,2,0,0,3,3,0.107,0.107,40,94,88
